	parametros	accuracy
39	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adagrad'}	0.2861127162063254
40	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'nadam'}	0.7402141839053893
41	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adamax'}	0.6797611618321199
42	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adam'}	0.834767132786317
43	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'sgd'}	0.2861127162063254
44	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'rmsprop'}	0.8331938826611195
45	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adagrad'}	0.2861127162063254
46	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'nadam'}	0.8320312800955353
47	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adamax'}	0.7990569744597249
48	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adam'}	0.8528148233753227
49	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'sgd'}	0.596495242497785
50	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'rmsprop'}	0.8375191648368581
51	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adagrad'}	0.2865056435147733
52	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'nadam'}	0.852032820986941
53	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adamax'}	0.8131792441927657
54	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adam'}	0.760584768288455
55	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'sgd'}	0.2861127162063254
56	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'rmsprop'}	0.7562818290380985
57	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adagrad'}	0.3010146769906391
58	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'nadam'}	0.7382495473631496
59	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adamax'}	0.6424207403983204
60	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adam'}	0.8414353403443892
61	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'sgd'}	0.2861127162063254
62	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'rmsprop'}	0.8233768635155437
63	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adagrad'}	0.2861127162063254
64	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'nadam'}	0.8375207057282636
65	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adamax'}	0.802193458915983
66	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adam'}	0.8477221772795562
67	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'sgd'}	0.8096521437651681
68	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'rmsprop'}	0.8469370931083631
69	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adagrad'}	0.2861127162063254
70	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'nadam'}	0.8547856234831851
71	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'random_uniform', 'learning_rate': 0.07, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adamax'}	0.8163242035517546
72	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adam'}	0.7598058476828845
73	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'sgd'}	0.2861127162063254
74	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'rmsprop'}	0.7680542393774799
75	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adagrad'}	0.26807350052005086
76	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'nadam'}	0.7586339997688663
77	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adamax'}	0.7331068222966987
78	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adam'}	0.8331977348896336
79	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'sgd'}	0.8131908008783082
80	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'rmsprop'}	0.8292854116106166
81	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adagrad'}	0.2817797295735583
82	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'nadam'}	0.8351623714318734
83	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adamax'}	0.8021973111444971
84	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adam'}	0.844188913286336
85	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'sgd'}	0.8159366693632266
86	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'rmsprop'}	0.8551600600947648
87	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adagrad'}	0.47552756269501906
88	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'nadam'}	0.8469394044454717
89	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.01, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adamax'}	0.8233845679725722
90	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adam'}	0.765304518664047
91	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'sgd'}	0.2861127162063254
92	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'rmsprop'}	0.7696213259370546
93	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adagrad'}	0.26493624561809004
94	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'nadam'}	0.7464748256866598
95	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adamax'}	0.7056288763049424
96	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adam'}	0.8386956354250934
97	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'sgd'}	0.8190608266882393
98	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'rmsprop'}	0.8280958434454332
99	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adagrad'}	0.31238722601024693
100	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'nadam'}	0.8331954235525251
101	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adamax'}	0.8022019338187143
102	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adam'}	0.8524326823067145
103	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'sgd'}	0.8269170615200894
104	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'rmsprop'}	0.8536022188836242
105	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adagrad'}	0.4521530105165838
106	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'nadam'}	0.846544936245618
107	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.03, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adamax'}	0.8190723833737819
108	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adam'}	0.76883855310297
109	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'sgd'}	0.2861127162063254
110	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'rmsprop'}	0.7735413536731
111	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adagrad'}	0.2747401671867175
112	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'nadam'}	0.7680619438345083
113	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 10, 'optimizer': 'adamax'}	0.7009445664316807
114	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adam'}	0.8410524288300781
115	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'sgd'}	0.8104341461535499
116	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'rmsprop'}	0.8304464732847953
117	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adagrad'}	0.2861127162063254
118	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'nadam'}	0.843010901806695
119	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 50, 'optimizer': 'adamax'}	0.7955267922493162
120	{'activation': 'relu', 'batch_size': 10, 'epochs': 100, 'kernel_initializer': 'normal', 'learning_rate': 0.05, 'loss': 'sparse_categorical_crossentropy', 'neurons': 100, 'optimizer': 'adam'}	0.8575353441966177
